Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/OcrIndexingRules_razor.g.cs,2898,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/OcrIndexingRules_razor.g.cs,2898,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/OcrIndexingRules_razor.g.cs,2829,8,T:System.Uri,,,,,"Nav.NavigateTo(""data:text/csv;charset=utf-8,"" + Uri.EscapeDataString(string.Join(Environment.NewLine, rows)), forceLoad: true);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/OcrIndexingRules_razor.g.cs,2828,8,"M:System.String.Join(System.Char,System.ReadOnlySpan{System.Object})",,,,,"rows.AddRange(_filtered.Select(x => string.Join(',', Csv(x.Code), Csv(x.Name), Csv(GroupLabel(x)), Csv(StatusLabel(x)), Csv(ReadinessLabel(x)), x.SortOrder, Csv(x.CreatedDateUtc.ToString(""O"")))));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentConfigPage_razor.g.cs,1504,2675,T:System.Uri,,,,,"return Uri.UnescapeDataString(pair[1].Replace('+',' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentConfigPage_razor.g.cs,1504,2570,T:System.Uri,,,,,"if(pair.Length==2&&string.Equals(Uri.UnescapeDataString(pair[0]),key,StringComparison.OrdinalIgnoreCase))return Uri.UnescapeDataString(pair[1].Replace('+',' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentConfigPage_razor.g.cs,1504,2361,T:System.Uri,,,,,var query=Nav.ToAbsoluteUri(Nav.Uri).Query;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentSetupDashboard_razor.g.cs,2517,8,T:System.Uri,,,,,"Nav.NavigateTo(""data:text/csv;charset=utf-8,"" + Uri.EscapeDataString(string.Join(Environment.NewLine, rows)), forceLoad: true);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentSetupDashboard_razor.g.cs,2516,8,"M:System.String.Join(System.Char,System.ReadOnlySpan{System.Object})",,,,,"rows.AddRange(_filtered.Select(x => string.Join(',', Csv(ModuleTitle(x.Kind)), Csv(x.Code), Csv(x.Name), Csv(GroupLabel(x)), Csv(StatusLabel(x)), Csv(ReadinessLabel(x)), x.SortOrder, Csv(x.CreatedDateUtc.ToString(""O"")))));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/PacketTemplates_razor.g.cs,2898,125,T:System.Uri,,,,,"return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/PacketTemplates_razor.g.cs,2898,12,T:System.Uri,,,,,"if (pair.Length == 2 && string.Equals(Uri.UnescapeDataString(pair[0]), key, StringComparison.OrdinalIgnoreCase)) return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/PacketTemplates_razor.g.cs,2893,8,T:System.Uri,,,,,var query = Nav.ToAbsoluteUri(Nav.Uri).Query;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/PacketTemplates_razor.g.cs,2888,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/PacketTemplates_razor.g.cs,2888,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/PacketTemplates_razor.g.cs,2819,8,T:System.Uri,,,,,"Nav.NavigateTo(""data:text/csv;charset=utf-8,"" + Uri.EscapeDataString(string.Join(Environment.NewLine, rows)), forceLoad: true);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/PacketTemplates_razor.g.cs,2818,8,"M:System.String.Join(System.Char,System.ReadOnlySpan{System.Object})",,,,,"rows.AddRange(_filtered.Select(x => string.Join(',', Csv(x.Code), Csv(x.Name), Csv(GroupLabel(x)), Csv(StatusLabel(x)), Csv(ReadinessLabel(x)), x.SortOrder, Csv(x.CreatedDateUtc.ToString(""O"")))));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/RetentionRules_razor.g.cs,2908,125,T:System.Uri,,,,,"return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/RetentionRules_razor.g.cs,2908,12,T:System.Uri,,,,,"if (pair.Length == 2 && string.Equals(Uri.UnescapeDataString(pair[0]), key, StringComparison.OrdinalIgnoreCase)) return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/RetentionRules_razor.g.cs,2903,8,T:System.Uri,,,,,var query = Nav.ToAbsoluteUri(Nav.Uri).Query;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/RetentionRules_razor.g.cs,2898,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/RetentionRules_razor.g.cs,2898,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/RetentionRules_razor.g.cs,2829,8,T:System.Uri,,,,,"Nav.NavigateTo(""data:text/csv;charset=utf-8,"" + Uri.EscapeDataString(string.Join(Environment.NewLine, rows)), forceLoad: true);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/RetentionRules_razor.g.cs,2828,8,"M:System.String.Join(System.Char,System.ReadOnlySpan{System.Object})",,,,,"rows.AddRange(_filtered.Select(x => string.Join(',', Csv(x.Code), Csv(x.Name), Csv(GroupLabel(x)), Csv(StatusLabel(x)), Csv(ReadinessLabel(x)), x.SortOrder, Csv(x.CreatedDateUtc.ToString(""O"")))));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3157,125,T:System.Uri,,,,,"return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3157,12,T:System.Uri,,,,,"if (pair.Length == 2 && string.Equals(Uri.UnescapeDataString(pair[0]), key, StringComparison.OrdinalIgnoreCase)) return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3152,8,T:System.Uri,,,,,var query = Nav.ToAbsoluteUri(Nav.Uri).Query;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3141,12,T:System.Text.Json.JsonDocument,,,,,using var _ = JsonDocument.Parse(json);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3141,12,T:System.Text.Json.JsonDocument,,,,,using var _ = JsonDocument.Parse(json);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3132,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3132,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3097,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(item.ConfigurationJson);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3097,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(item.ConfigurationJson);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3019,8,T:System.Uri,,,,,"Nav.NavigateTo(""data:text/csv;charset=utf-8,"" + Uri.EscapeDataString(string.Join(Environment.NewLine, rows)), forceLoad: true);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/StorageSettings_razor.g.cs,3017,12,"M:System.String.Join(System.Char,System.ReadOnlySpan{System.Object})",,,,,"return string.Join(',', Csv(x.Code), Csv(x.Name), Csv(meta.Provider), Csv(meta.Region), Csv(meta.Tier), meta.UsagePercent, meta.Encrypted, Csv(StatusLabel(x)), Csv(ReadinessLabel(x)), Csv(x.CreatedDateUtc.ToString(""O"")));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentGroups_razor.g.cs,1952,108,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentGroups_razor.g.cs,1952,108,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/ESignTemplates_razor.g.cs,2908,125,T:System.Uri,,,,,"return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/ESignTemplates_razor.g.cs,2908,12,T:System.Uri,,,,,"if (pair.Length == 2 && string.Equals(Uri.UnescapeDataString(pair[0]), key, StringComparison.OrdinalIgnoreCase)) return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/ESignTemplates_razor.g.cs,2903,8,T:System.Uri,,,,,var query = Nav.ToAbsoluteUri(Nav.Uri).Query;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/ESignTemplates_razor.g.cs,2898,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/ESignTemplates_razor.g.cs,2898,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/ESignTemplates_razor.g.cs,2829,8,T:System.Uri,,,,,"Nav.NavigateTo(""data:text/csv;charset=utf-8,"" + Uri.EscapeDataString(string.Join(Environment.NewLine, rows)), forceLoad: true);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/ESignTemplates_razor.g.cs,2828,8,"M:System.String.Join(System.Char,System.ReadOnlySpan{System.Object})",,,,,"rows.AddRange(_filtered.Select(x => string.Join(',', Csv(x.Code), Csv(x.Name), Csv(GroupLabel(x)), Csv(StatusLabel(x)), Csv(ReadinessLabel(x)), x.SortOrder, Csv(x.CreatedDateUtc.ToString(""O"")))));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentTemplates_razor.g.cs,3511,125,T:System.Uri,,,,,"return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentTemplates_razor.g.cs,3511,12,T:System.Uri,,,,,"if (pair.Length == 2 && string.Equals(Uri.UnescapeDataString(pair[0]), key, StringComparison.OrdinalIgnoreCase)) return Uri.UnescapeDataString(pair[1].Replace('+', ' '));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentTemplates_razor.g.cs,3506,8,T:System.Uri,,,,,var query = Nav.ToAbsoluteUri(Nav.Uri).Query;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentTemplates_razor.g.cs,3501,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentTemplates_razor.g.cs,3501,8,T:System.Text.Json.JsonDocument,,,,,using var document = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentTemplates_razor.g.cs,3430,8,T:System.Uri,,,,,"Nav.NavigateTo(""data:text/csv;charset=utf-8,"" + Uri.EscapeDataString(string.Join(Environment.NewLine, rows)), forceLoad: true);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/DocumentConfig/DocumentTemplates_razor.g.cs,3429,8,"M:System.String.Join(System.Char,System.ReadOnlySpan{System.Object})",,,,,"rows.AddRange(_filtered.Select(x => string.Join(',', Csv(x.Code), Csv(x.Name), Csv(GroupLabel(x)), Csv(StatusLabel(x)), Csv(ReadinessLabel(x)), x.SortOrder, Csv(x.CreatedDateUtc.ToString(""O"")))));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/CrmConfig/ActivityOutcomes_razor.g.cs,2853,12,M:System.Threading.Tasks.Task.WhenAll(System.ReadOnlySpan{System.Threading.Tasks.Task}),,,,,"await Task.WhenAll(outcomesTask, typesTask);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/PortalConfig/PortalFeatures_razor.g.cs,3468,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/PortalConfig/PortalFeatures_razor.g.cs,3468,12,T:System.Text.Json.JsonDocument,,,,,using var doc = JsonDocument.Parse(json);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/PortalConfig/PortalFeatures_razor.g.cs,3427,12,"M:System.String.Join(System.Char,System.ReadOnlySpan{System.Object})",,,,,"sb.AppendLine(string.Join(',', Csv(row.Code), Csv(row.Name), Csv(row.Category), Csv(row.IsActive ? ""Enabled"" : ""Disabled""), Csv(row.Importance), row.RequiresApproval, row.MfaRequired, row.AuditLog, row.SortOrder));"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/AiConfig/AiFeatureSettings_razor.g.cs,3243,100,T:System.Text.Json.JsonDocument,,,,,using var _ = JsonDocument.Parse(value);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Ams.Web\Ams.Web.csproj,File,src\Ams.Web\obj\Debug\net9.0\Microsoft.CodeAnalysis.Razor.Compiler\Microsoft.NET.Sdk.Razor.SourceGenerators.RazorSourceGenerator\Components/Pages/TenantConfig/AiConfig/AiFeatureSettings_razor.g.cs,3243,100,T:System.Text.Json.JsonDocument,,,,,using var _ = JsonDocument.Parse(value);
